Continent,Union,Country,Name,Lift Operator,Phone,Email,no. of lift,Longitude,Latitude,WixID
Europe,EU,Finland,Uuperin rinteet,Uuperinrinteet Oy,,uuperi@co.inet.fi,3,27.0635962,60.6277183,eff57751-4a27-4f13-80fe-bf268e6474fe
Europe,EU,Poland,Laworta �E��E Ustrzyki Dolne,"Stacja narciarska ""Laworta�E��E","""+48134611785""",ustrzykinarty@yahoo.com,3,22.5968059,49.433625,221dd0d7-9aac-4bce-bdff-27c37cc39bdd
Europe,EU,Sweden,Lofsdalen,Destination Lofsdalen AB,"""+4668041350""",uristbyra@lofsdalen.com,8,13.2775058,62.1118857,031a30d0-d5fd-49dc-83b8-c9f2ca508bb8
North America,,Canada,Uplands Ski Centre,Uplands Golf & Ski Club,"""+19058893291""",uplandgc@istar.ca,1,-79.4388184,43.8247508,a261d157-431a-4752-90d7-a1fb1b3abd0d
Europe,EU,Slovenia,Rogla,Unior d.d. Program Turizem,"""+38637576000""",unitur@unitur.eu,13,15.3325765,46.4530843,0a1a30e1-8b31-4346-8d41-b5004e213619
Europe,,Switzerland,Gais,Gais Tourismus,"""+41796006565""",ueli.fitzi@gais-tourismus.ch,1,9.4524457,47.3621531,4bde9fa8-b694-42b5-a7e4-0f44ce38322c
Europe,EU,Czech Republic,U āEápa �E��E KoŁEenov-PŁEíchovice,Horská chata U āEápa,"""+420483399076""",ucapa@ucapa.eu,3,15.3464259,50.7397808,c564102d-4fb8-4e1e-bfcd-3a8034187778
North America,,Canada,South Tweedsmuir Park,Tweedsmuir Ski Club,,tweedsmuirskiclub@gmail.com,1,-126.0711042,52.5954402,a45a15cc-cc9a-4f3d-8f61-b6d78c36740d
Europe,EU,Germany,Fahrenberg �E��E VohenstrauÁE,Wintersportgebiet Ski- und Snowboardzentrum Fahrenberg,"""+49965191222""",tv-vohenstrauss@t-online.de,2,12.3694444,49.66,eaf9b185-a8aa-499d-9fd2-03b954ea0896
Europe,EU,Slovenia,Straža �E��E Bled,Infrastruktura Bled d.o.o.,"""+38645780534""",turizem@ibled.si,3,14.1036111,46.3597222,baffc27f-4d00-43cf-8e9d-36c03d3e0d77
,,USA,Taos,Taos Ski Valley,"""+18669687386""",tsv@skitaos.org,13,-105.5730665,36.4072485,7f2389fc-214c-4bbd-b2c5-64447f0b5fff
Europe,EU,Sweden,Vilstabacken �E��E Eskiltuna,Tunafors Sportklubb - Skidor,,tskslalom@hotmail.com,1,16.5122926,59.3494975,4c763e51-fdff-4fac-99a2-76861a6a3474
Europe,,Norway,Trysil,Trysilfjellet Alpin AS,"""+4762452000""",trysil@skistar.com,31,12.2598392,61.3169004,49d1636a-883e-4c12-9c9f-c822b0199066
Europe,EU,Czech Republic,Troják,Ski Areál Troják,"""+420573391111""",trojak@trojak.cz,5,17.815215,49.354797,3755cbf4-2353-4a83-86e6-2bc4de30ea19
North America,,Canada,Trestle Ridge �E��E Terrace Bay,Trestle Ridge,,trestleridge@gmail.com,1,-87.1099526,48.7864429,b7ffa702-0ab6-4be7-a40a-fe106ea6af9b
Europe,,Switzerland,La Trélasse,Espace Trélasse,"""+41223601646""",trelasse@yahoo.fr,2,6.1001837,46.4504653,0ef3e258-a4e3-4337-8bb8-5b9cfa7f1909
,,Southern Russia,Gazprom Mountain Resort (Laura) �E��E Esto-Sadok (Sotschi),Gazprom Mountain Resort,"""+78622595595""",travel@polyanaski.ru,15,40.2806078,43.6848024,97c5905b-8f26-43a9-a18e-d01d53003f39
,,USA,Mt. Hood Meadows,Mt. Hood Meadows Ski Resort,"""+15032875438""",trag@skihood.com,11,-121.6651001,45.33183,43a31b0e-31bd-4b99-86fa-661184035613
Europe,,Bosnia and Herzegovina,Igrišta �E��E Vlasenica,TuristiāEka organizacija opštine Vlasenica,"""+38765747716""",tovlasenica@gmail.com,3,18.9399335,44.1840928,044236a9-ea63-43b8-9263-237bc1c529a1
Europe,EU,Germany,Reichenberg (Sankt Oswald-Riedlhütte),Tourist-Service & Marketing GmbH,"""+4985536083""",tourist-service@t-online.de,2,13.38608,48.9016792,5788dadc-7cf8-469a-8524-d62b897a007e
Europe,EU,Germany,Sankt Oswald (Sankt Oswald-Riedlhütte),Tourist-Service & Marketing GmbH,"""+4985536083""",tourist-service@t-online.de,1,13.3821466,48.9070808,45782dce-7eeb-4f2b-b3b0-ff043e5d4c82
Europe,EU,Germany,Köpfle �E��E Innerlehen (Bernau im Schwarzwald),Tourist-Information Bernau im Schwarzwald,"""+497675160030""",tourist-information@bernau-schwarzwald.de,3,8.0306866,47.8023094,0c4a28cb-e63b-4079-9546-7210ac784348
Europe,EU,Germany,Spitzenberg,Tourist-Information Bernau im Schwarzwald,"""+497675160030""",tourist-information@bernau-schwarzwald.de,3,9.938104,48.973489,10bf4eb7-0df5-4cc1-8c00-e1c2138e671a
Europe,EU,Germany,Tannerfeld �E��E Bayrischzell,Tourist-Info Bayrischzell,"""+498023648""",tourist-info�E��E@�E��Ebayrischzell.de,,12.0140808,47.6732016,ff7db0db-02c7-4ef2-ad0b-e7530859180e
Europe,EU,Germany,Rabenstein (Zwiesel),Touristinfo Zwiesel,"""+499922840523""",touristinfo@zwiesel.de,1,13.1998776,49.0360083,08eca946-30a1-4fdd-800b-f2e2d72cedd9
Europe,EU,Germany,Hasselkopf �E��E Braunlage,Braunlage Tourismus Marketing GmbH,"""+49552093070""",tourist-info@braunlage.de,1,10.6083333,51.7127778,c9992c80-8a23-4c37-915f-f6feb86add46
Europe,EU,Germany,Rathauslifte �E��E Braunlage,Braunlage Tourismus Marketing GmbH,"""+49552093070""",tourist-info@braunlage.de,2,10.6075294,51.7283327,3ba51f02-6d8d-4a28-bb9a-f5211d5a6f80
Europe,EU,Germany,Ostalb �E��E Aalen,Tourist-Information Aalen,"""+497361522358""",tourist-info@aalen.de,2,10.0971163,48.8366887,eb83e363-1dd8-4247-be9a-112c6488209f
Europe,EU,Germany,Unterhütte �E��E Waldmünchen,Tourismusgemeinschaft Waldmünchner Urlaubsland e.V,"""+49997230724""",tourist@waldmuenchen.de,1,12.7619914,49.3485581,b63fe31f-392c-481d-9c36-423d966f40f0
Europe,EU,Germany,Jonsdorf,Gemeinde Jonsdorf,"""+493584470616""",tourist@jonsdorf.de,1,14.7006303,50.8546026,1d807ade-8184-4c55-8eae-35db7b3e1528
Europe,EU,Germany,Voithenberg �E��E Furth im Wald,Skigebiet Voithenberg-Gibacht,"""+499973802025""",tourist@furth.de,2,12.8059478,49.332418,852ea102-7484-4589-970b-5e6e8b4403cf
Europe,EU,Austria,Hütten �E��E Bizau,Bizau Tourismus,"""+4355142129""",tourismusverein.bizau@cnv.at,1,9.9491024,47.3683362,9485a786-f446-4575-9c24-6d22a5fc9b51
Europe,EU,Austria,Vals,Tourismusverband Wipptal,"""+4352726270""",tourismus@wipptal.at,1,11.5340763,47.0446689,2ecb9e97-86d5-43d5-8c4e-f2606195e494
Europe,EU,Germany,Oberfrauenwald (Waldkirchen),Skilift Oberfrauenwald,"""+4985818161""",tourismus@waldkirchen.de,3,13.6520169,48.6878205,3462d877-27c5-4865-8c1e-a46df8be7153
Europe,EU,Germany,Hohe Geba �E��E Träbes (Stepfershausen),Rhönforum e.V.,"""+493696759482""",tourismus@thueringerrhoen.de,1,10.27139,50.59,9d2dd1e8-be89-4ed1-a7bb-61708d8ac06d
Europe,EU,Austria,Bruggen (Greifenburg),Hohe Tauern �E��E die Nationalpark-Region in Kärnten,"""+4348242700""",tourismus@nationalpark-hohetauern.at,1,13.1934408,46.7382668,92f71322-659e-4cc2-b878-b6371e99c9dd
Europe,EU,Germany,Mauth,Infostelle Mauth,"""+498557973838""",tourismus@mauth.de,1,13.5842339,48.8893897,14afb59c-1221-4fa4-aa3c-0b949b36db4f
Europe,EU,Germany,Oberndorf (Jossgrund),Tourismusbüro Jossgrund,"""+49605990260""",tourismus@jossgrund.de,1,9.4728508,50.1912222,eb38907a-4a02-469a-8689-65bec222e4d4
Europe,EU,Austria,Golm,Illwerke Seilbahn Betriebsges.m.b.H.,"""+43555670183167""",tourismus@illwerke.at,9,9.8688714,47.089431,40ce7aae-9fd7-48c1-ab9c-c3f4ade634e2
Europe,EU,Austria,Silvretta Bielerhöhe �E��E Partenen,Silvretta Bielerhöhe,"""+43555670185231""",tourismus@illwerke.at,2,10.0783183,46.919662,8f840238-7896-4216-9958-78ed729e2124
Europe,EU,Germany,WeiÁEer Stein �E��E Hellenthal,Skiarena WeiÁEer Stein,"""+49248285115""",tourismus@hellenthal.de,1,6.373502,50.4096868,e7647508-1063-4069-bb95-55bfa1d8f1d4
Europe,EU,Germany,Kraimoos �E��E Bernau am Chiemsee,Tourist-Info Bernau am Chiemsee,"""+49805198680""",tourismus@bernau-am-chiemsee.de,1,12.371732,47.8046195,84938b97-aac6-41fb-a491-34ebcb04767a
Europe,EU,France,Rouge Gazon,Station de Ski Rouge Gazon,"""+33329252328""",tourisme@saint-maurice-vosges.com,6,6.915344,47.850629,cf80354f-877f-48bd-b9cb-ca3d6350bd2c
Europe,EU,France,Val Pelens,Bureau du Tourisme,"""+33493055104""",tourisme@saint-martin-dentraunes.com,2,6.730909,44.15425,3fab24d6-23e5-41dd-8b97-4052feaba902
Europe,EU,France,Laguiole,Office de tourisme de Laguiole,"""+33565443594""",tourisme@aubrac-laguiole.com,11,2.845605,44.683579,b84df8db-fc50-4f88-96ce-68564b598c03
Europe,EU,France,Les Mont d'Olmes,Agence Intercommunale du Tourisme,"""+33561012220""",Tourisme.lavelanet@paysdolmes.org,13,1.7462214,42.8429748,86aef436-2bd7-435b-83b0-e32ecd6c28fb
North America,,Canada,Sun Peaks,Sun Peaks Resort,"""+12505782555""",tourism@sunpeaksresort.com,9,-119.8859113,50.8844485,578f7849-5798-4e20-8700-724fb28ffd8a
Europe,EU,Czech Republic,Tesák,SKI Areál Tesák,"""+420604582579""",tjchvalcov@seznam.cz,3,17.7893636,49.3727458,8f1b87ac-3481-4c6d-b9fb-adf57ecb16cb
Europe,EU,Czech Republic,Líšný,TJ SOKOL Líšný,"""+420483392072""",tj.sokol@lisny.cz,1,15.2122126,50.64557,ae301dbb-1f6b-4b33-82ec-c2ad2a35d080
,,USA,Titus Mountain,Titus Mountain Family Ski Center,"""+445184833740""",titusmt@westelcom.com,10,-74.2329229,44.766619,7607c0fb-2a5e-4666-8640-120cfb3cd94a
Europe,,Switzerland,Titlis �E��E Engelberg,Bergbahnen Engelberg-Trübsee-Titlis AG,"""+41416395061""",titlis@titlis.ch,19,8.4377704,46.772048,3fc70336-44e5-458f-bf93-2cfb0833bc81
Europe,,Serbia,Beli Bor (Tara),Bella Coola Heli Sports,"""+16049323000""",tim@bellacoolahelisports.com,,19.5398605,43.900575,373cc126-e4c1-4a0e-89a8-2b3448b9e161
,,USA,Mt. Spokane,Mt. Spokane Ski & Snowboard Park,"""+15092382220""",ticketsales@mtspokane.com,5,-117.114094,47.9212881,76e8796a-3651-470d-867c-d8d74677917e
Europe,EU,Slovenia,Park kralja Matjaža �E��E āErna na Koroškem,TIC ObāEina āErna na Koroškem,"""+38628704820""",tic@crna.si,1,14.8508084,46.5198572,cddb9429-f0a9-463d-81d1-dbcfdc91866e
Europe,EU,Germany,GroÁEer Feldberg �E��E Oberreifenberg (Schmitten),Skilift an der Jugendherberge,"""+496082920053""",ti@taunus.info,2,8.4580556,50.2338889,de244598-20bd-4faa-a889-9e124d90f489
Europe,,Switzerland,Bäretswil,Skilift-Genossenschaft Steig-Bäretswil,"""+41449392580""",thomas.zalokar@bluewin.ch,3,8.8528619,47.3378619,624615a1-320c-416a-b9bb-44775c85bc0b
,,USA,Mt. Shasta Ski Park,Mt. Shasta Ski Park,"""+15309268600""",thinksnow@skipark.com,3,-122.203502,41.321106,518df70a-e936-4212-8d52-b13da491489c
Europe,EU,France,Schnepfenried,Station de Ski du Schnepfenried,"""+33389776158""",teleskischnepf@orange.fr,7,7.0486978,47.9860908,1f7847bf-99fe-450a-b245-39c064aefcca
Europe,EU,France,Mont Saxonnex,Remontées Mécaniques du Mont-Saxonnex,"""+33450969056""",telemont@mont-saxonnex.fr,8,6.484514,46.054448,b4febdc7-043b-44dd-a601-9c4e4091bbb8
Europe,,Switzerland,Nax �E��E Mont-Noble,Télé-Mont-Noble S.A.,"""+41272037303""",tele@naxmontnoble.ch,6,7.4283844,46.228419,513b533f-49d5-4ce1-b476-5a64adc1a3d6
Europe,EU,Germany,Ilmenau,Wintersportverein 1908 Ilmenau e.V. - Abteilung WSV-Alpine,"""+493677883289""",teichert-wolfgang@t-online.de,2,10.9254728,50.6843502,e1a7b5ba-936a-4e97-9283-bf3982d9b2ff
Europe,EU,Germany,Oberberg �E��E Weiler-Simmerberg,Skilift Simmerberg GmbH,"""+4983872526""",team@oberberglifte.de,3,9.9454777,47.5831299,6165a045-5823-4cac-8faa-7a1ece971a53
Oceania,,New Zealand,Mt. Dobson,Mount Dobson Ski Area,"""+6436858039""",team@mtdobson.co.nz,4,170.705223,-44.0315805,f0b2a880-0872-4841-b954-e8f3877bb4ae
Europe,EU,Spain,Pleta del Prat �E��E Tavascan,Estacio de Tavascan,"""+34665670193""",tavascan@tavascan.net,2,1.2528268,42.6404537,b5c70314-f3f2-4054-a979-39e0169ec01e
Europe,EU,Slovakia,RoháāEe �E��E Spálena,RoháāEe Spálená - Zverovka,"""+421435395210""",tatrawest@tatrawest.sk,5,19.7152697,49.2339334,bfe1e38b-00cd-46e3-922a-a845da509def
Europe,,Switzerland,Täsch,Tourismusbüro Täsch,"""+41279671689""",taesch@zermatt.ch,1,7.7759045,46.0679692,b3c59091-397a-4132-bdb7-a89bd2092e41
Europe,EU,Austria,Moosberglift �E��E WeiÁEenbach am Lech,Verein Moosberglift WeiÁEenbach,"""+4368120741872""",t.kerle@drei.at,1,10.6340635,47.4379265,8050aa1e-4522-49fd-b005-fe9993315302
,,USA,Little Switzerland Ski Resort,Little Switzerland Ski Resort,"""+12622979621""",switz@littleswitz.com,8,-88.2789304,43.3378391,ce528ae2-e8b6-4b47-a688-b236ac13d3f6
Europe,EU,Czech Republic,Švýcarská Bouda �E��E Abertamy,LyžaŁEský vlek Švýcarská bouda,"""+420353892255""",svycarska.bouda@quick.cz,1,12.8475892,50.3590047,05e5921a-c86a-4c89-a33c-c1e2670c03ad
Europe,EU,Germany,Schönheide �E��E Stützengrün,Skiverein Stützengrün Erzgebirge e.V.,"""+493746228850""",svs-info@skiverein-stuetzengruen.de,1,12.5340589,50.5319792,ea6c1ec0-9bc4-4f32-a7de-7e422a0c4d82
North America,,Canada,Mont Sutton,Mont Sutton,"""+14505382545""",sutton@montsutton.com,9,-72.56184,45.104728,ff09c387-0207-4266-b11a-d233e91acc5b
,,USA,Summit Ski Area at Mt. Hood,Summit Ski Area,"""+15032720256""",susan@summitskiarea.com,1,-121.7458283,45.3029059,4aff1b37-418d-4b1b-b2b0-43f600253ec1
,,USA,Sunlight Mountain,Sunlight Mountain Resort,"""+18004457931""",suninfo@sunlightmtn.com,3,-107.3387647,39.3997821,e5d07b22-b633-47a6-924b-1150e0141f63
Asia,,Japan,Zao Sumikawa,Zao Sumikawa,"""+81224872610""",sumikawa@sail-sendai.co.jp,3,140.4949691,38.1350872,b31543c8-1ecf-48a7-bf2b-d4209665b2c4
Europe,EU,Germany,Döllberg �E��E Suhl,Suhler Döllbergverein Ski alpine e.V.,"""+493681726493""",suhler.doellbergverein@web.de,1,10.7245,50.6052,7650afed-bcaa-495e-8ff9-5d7bcfd70a97
,,USA,Lyndon Outing Club,Lyndon Outing Club,"""+18026268465""",suetopia.ent@gmail.com,2,-71.9872058,44.5333103,fc08b285-131b-4eff-b24f-4c83fff9c230
Europe,EU,Poland,Suche,LyžaŁEské stŁEedisko Stupava,"""+420572501311""",stupava@stupava.cz,4,19.977628,49.3364379,77c0e01a-9fcb-4782-87a9-24f05a2e25ba
Europe,EU,Poland,Strużnica,WyciāEg narciarski Strużnica,"""+48757137285""",struznica.wyciagi@wp.pl,1,15.8875896,50.8377252,7526f5b6-c4b5-4cc2-a33f-2036efeefa94
Europe,EU,Slovakia,Krahule,Stred EURÁEPY,"""+421456742846""",stredeuropy@skikrahule.sk,6,18.9403643,48.7251846,079e10da-60a3-4f28-ba71-8fcd195d9941
Europe,EU,Germany,Beiningen (Blaubeuren),Skilift Beiningen,"""+4973446659""",straub@skilift-beiningen.de,1,9.8050789,48.380813,91e32b86-cd00-46df-bba0-c39da709ac4d
Europe,EU,Poland,Stożek �E��E WisŁEa,OŁErodek Narciarski Stożek,"""+48338553204""",stozek@narty.pl,3,18.8340533,49.6037088,8d915929-e7c1-46b9-b4f6-deb2b2bfdfef
Europe,EU,Poland,Zieleniec,Stowarzyszenie Zieleniec,,stowarzyszenie@zieleniec.pl,28,16.683333,50.6,7d13dfff-485c-4fb5-a603-ac4a5f28659e
Europe,EU,Poland,Stok Relaks,"Centrum Sportowo-Rekreacyjne ""AS""","""+48783959868""",stokrelaks.stanek@wp.pl,1,23.1897889,53.1435192,db25a653-721c-4cfa-9138-4003933470d4
Europe,EU,Poland,PrzemyŁEl,Przemyski OŁErodek Sportu i Rekreacji,"""+48166755049""",stok@posir.pl,2,22.7677908,49.7838623,72d15609-27d8-4299-bcc0-dda46fd6c9a2
Europe,,Norway,Jølster Skisenter,Jølster Skisenter AS,"""+4757727550""",stig@jolsterskisenter.no,4,6.0900899,61.4822726,fc3084d2-aad6-43cb-97c4-210dff4b66a3
Europe,EU,Germany,HaÁElach (Teuschnitz),Skilift-Gemeinschaft HaÁElach,"""+4992689552""",stephan-neubauer@online.de,1,11.3994939,50.4300313,4d38d7ed-453b-4836-be7d-b79f0649fd73
Europe,EU,Germany,Halde �E��E Westerheim,Skilift Halde,"""+4973336455""",steffi.uhlmann@web.de,4,9.5527199,48.4825082,8610f9c5-f67f-4809-9052-e3fb54d8aefa
Europe,EU,France,Audibergue,Syndicat Mixte des Stations de Gréolières et de l'Audibergue,"""+33493597002""",stations@smga.fr,6,6.788492,43.758242,eac715ca-875b-42f1-85e7-381d85e651ff
Europe,EU,France,Gréolières les Neiges,Syndicat Mixte des Stations de Gréolières et de l'Audibergue,"""+33493597002""",stations@smga.fr,9,6.965826,43.833385,d815f752-3f20-40ca-8bbd-29ce9820b2ff
Europe,EU,France,Formiguères,RMSL Station de Ski La Calmazeille,"""+33468044375""",stationformigueres@laposte.net,7,2.102634,42.61396,e9b1abde-b110-40d7-9dcd-53b65746a6b1
Europe,EU,France,Le Poli �E��E Xonrupt-Longemer,Station de Ski du Poli -Xonrupt,"""+33329608228""",stationdupoli@orange.fr,2,6.908178,48.070402,568148a3-f748-48ea-90e4-396a7cf18c19
Europe,EU,France,Hautacam,Parc de Loisirs du Hautacam,"""+33562971016""",station@hautacam.fr,7,-0.0074672,42.9721489,bebf5853-eb9d-43f2-94d9-68770c2bd214
Europe,EU,France,Donezan �E��E Mijanès,Station de Ski de Mijanès-Donezan,"""+33468204044""",station@donezan.com,5,2.0168398,42.7275519,051a282e-0428-4156-9682-65755a8a0cf1
Europe,EU,France,La Croix de Bauzon,SDEA,"""+33466466293""",station@croixdebauzon.com,5,4.0892922,44.6295901,8124631d-e823-4a79-aa11-f60637a05478
Europe,EU,Austria,Brandnertal �E��E Brand,Bergbahnen Brandnertal GmbH,"""+4355592240""",station@brandnertal.at,14,9.75,47.1166667,c98297a1-e419-4dea-bd3e-fb44145c3deb
Europe,EU,Austria,Bürserberg,Bergbahnen Brandnertal GmbH,"""+4355592240""",station@brandnertal.at,14,9.7777356,47.1467886,2d8fc656-1c5c-4105-9324-37888837b0ad
Europe,EU,France,La Jarjatte �E��E Lus-la-Croix-Haute,Station Lus La Jarjatte,"""+33492585186""",station.lus@ladrome.fr,5,5.757691,44.675524,88c73540-b63f-492e-8c5e-2cf5c6b88e19
Europe,EU,France,La Bresse �E��E Hohneck,Remontées Mécaniques La Bresse-Hohneck,"""+33329256878""",station.labresse@labellemontagne.com,17,6.9055015,48.0033829,43307629-1b7b-4813-acdf-6b01371a6336
Europe,EU,France,Brameloup �E��E Saint-Chély-d�E��EAubrac,Station de Ski de Brameloup,"""+33565442731""",station.brameloup@orange.fr,5,3.016005,44.5850607,5f2bb01e-14f7-415f-bb12-1111a4063894
Europe,EU,Sweden,Idre Himmelfjäll,Idre Himmelfjäll AB,"""+4625340200""",staffan@idrehimmelfjall.se,1,12.78036,61.902267,e3c8ba82-035a-4946-9b70-7522d7d5ccc9
Europe,EU,Germany,Berghalde �E��E Penzberg,Stadt Penzberg,"""+4988568130""",stadtverwaltung@penzberg.de,1,11.3828791,47.7585896,510da860-a98a-4766-8248-ce086dee0579
Europe,EU,Germany,Sitzambuch �E��E Schnaittenbach,Skilift Sitzambuch,"""+499604909190""",stadt@schnaittenbach.de,1,12.0383361,49.51892,6cdc25ef-1601-4df6-a99d-c47054934c94
Europe,EU,Germany,Erbendorf-Pfaben,Stadt Erbendorf,"""+49968292100""",stadt@erbendorf.de,1,12.0426849,49.8763064,aeb3043e-d14e-444c-bd66-712aa1e44f7d
Europe,EU,Poland,Kazimierz,Stacja Narciarska Kazimierz,"""+48505222405""",stacjakazimierz@gmail.com,4,19.9429071,50.0495003,943a9074-d354-441d-b379-2fecd844c988
Europe,EU,Poland,Cieniawa,Stacja Narciarska Cieniawa - Ski,"""+48662484841""",stacja@cieniawa-ski.pl,3,20.8468312,49.6160747,54c464b9-f61e-4479-bfa4-de9369241740
Europe,EU,Austria,Alpendorf �E��E Snow Space Salzburg,Alpendorf Bergbahnen AG,"""+4364126260""",st.johann@snow-space.com,43,13.195048,47.321454,5e70936d-0170-484c-ac1f-8ca521ead064
Europe,EU,Austria,Buchberg �E��E Goldegg,Alpendorf Bergbahnen AG,"""+4364126260""",st.johann@snow-space.com,3,13.0500001,47.3166667,c4e97832-a76c-418b-b717-26cbd26e4acc
Europe,EU,Austria,Flachau,Alpendorf Bergbahnen AG,"""+4364126260""",st.johann@snow-space.com,43,13.3909059,47.3414833,b0dca494-bde9-48e1-bd36-4be93bd723eb
Europe,EU,Austria,Hahnbaum �E��E St. Johann im Pongau,Alpendorf Bergbahnen AG,"""+4364126260""",st.johann@snow-space.com,4,13.22545,47.340739,98c0edb0-e33b-4e02-8b2f-3ad21ce826ae
Europe,EU,Austria,Wagrain,Alpendorf Bergbahnen AG,"""+4364126260""",st.johann@snow-space.com,43,13.2961384,47.3335007,6a597447-e0ec-4f98-a851-7bb57f5f0228
Europe,,Switzerland,Feldis,Luftseilbahn Rhäzüns-Feldis AG LRF,"""+41816411388""",ssf@feldis.ch,4,9.43264,46.79406,17e5be73-89f4-4b9a-b90a-90123914ac45
Europe,EU,Greece,Agriolefkes �E��E Pelion,Agriolefkes/Pelion,,sportski@otenet.gr,5,23.0475,39.4383333,12267b31-8f9c-4ea3-88a2-43f54b855dca
North America,,Canada,Val-d'Or,Ville de Val d'Or,"""+18198743949""",sports.pleinair@ville.valdor.qc.ca,1,-77.7967676,48.0987106,fabacdee-03aa-4709-9926-5a1d3da0041e
Europe,EU,Czech Republic,Monínec �E��E Sedlec-PrāEice,Monínec s.r.o.,"""+420731038866""",sportmoninec@seznam.cz,4,14.5175208,49.5454699,a8e40bd8-ea80-4441-b47a-08a4672e66f3
Europe,EU,Slovakia,OšāEadnica,Športcentrum OšāEadnica,"""+421414382199""",sportcentrum@gajuz.sk,2,18.8831011,49.4366442,e607faa1-060b-4c35-be40-45e3fde5963e
Europe,,Switzerland,Ginals,Verkehrsbetriebe Unterbäch AG,"""+41279342119""",sportbahnen@unterbaech.ch,6,7.7764782,46.2536788,4b394ebb-6f6d-4ea4-97a3-e870c10a5e9c
Europe,,Switzerland,Unterbäch �E��E Brandalp,Verkehrsbetriebe Unterbäch AG,"""+41279342119""",sportbahnen@unterbaech.ch,6,7.7975627,46.2747711,f544a73e-7378-420b-9315-9b533dd0c4d4
Europe,,Switzerland,Marbach �E��E Marbachegg,Sportbahnen Marbachegg AG,"""+41344933388""",sportbahnen@marbachegg.ch,4,7.8999603,46.854006,fb94071f-d79f-42ba-bea9-67df38efdf5c
Europe,,Switzerland,Jaunpass �E��E Boltigen,Sportbahnen Jaunpass AG,"""+41337736272""",sportbahnen@jaunpass.ch,4,7.3397882,46.5920022,65380655-f32a-4593-8a44-dbf0cb35df4c
Europe,,Switzerland,Eischoll,Sportbahnen Eischoll,"""+41279341668""",sportbahnen@eischoll.ch,4,7.78062,46.29327,3d385b0a-68fc-46ab-b6db-8b08ecc76db7
Europe,,Switzerland,Amden,Sportbahnen Amden AG,"""+41556111275""",sportbahnen.amden@bluewin.ch,6,9.1401481,47.1491923,e3e3ea38-25d5-45c4-98c4-272f5255b8cd
Europe,EU,Austria,Spechtenseelift �E��E Pürgg (Stainach-Pürgg),Spechtenseelift,"""+43368827076""",spechtenseelift@aon.at,1,14.0832371,47.561387,31d16f31-db3b-4f71-a2c9-9bd2f2d72189
Europe,EU,Slovenia,Španov vrh,"Sportzentrum Španov vrh, doo","""+386744828""",spanovvrh@gmail.com,1,14.028445,46.442375,8bcdf315-f258-48c6-8730-61c38fa3649a
Europe,EU,Slovenia,Soriška Planina,TuristiāEni Center Soriška Planina d.o.o,"""+38645117835""",soriska.planina@krajnik.si,5,14.0075999,46.2400654,7e995110-de7e-4b2b-8c4f-6c380f2c1e6e
,,USA,Boyne Highlands,Boyne Highlands,"""+12315263056""",snowsports2@boynehighlands.com,8,-84.93539,45.4692303,67008a01-e72a-4058-93f4-4d94b0550642
,,USA,Boyne Mountain,Boyne Mountain,"""+12315496056""",snowsports1@boynemountain.com,10,-84.9300599,45.1628802,30584512-0c13-42be-b555-53c5c89eec03
Europe,EU,Greece,Tymfristos �E��E Velouchi,Velouchi/Tymfristos,"""+3023723506""",snowreport@cybex.gr,8,21.915917,38.9096419,9c86e636-d25e-4bfe-a893-a590da1f0a5e
Europe,EU,Slovakia,Valcianska Dolina �E��E ValāEa (Snowland),Snowland �E��E ValāEianska dolina,"""+421903112211""",snowland@snowland.sk,7,18.808958,49.014947,b0e6066d-8346-41ad-909d-c847902a4341
,,USA,Willamette Pass �E��E Crescent,Willamette Pass Resort,"""+15413457669""",snowinfo@willamettepass.com,5,-122.036475,43.600706,fc6809ac-a2cf-4268-8356-261ca6541b6b
